,labels,sentences
741560,0,"Apple rejected OmniEX three times!?!?!? They need a demo account, but they still get it from me. "
707368,0,No prizes at dog show today . Not even prettiest bitch 
1060979,1,1
1524938,1,1
411102,0,"58 packages of fruit snacks and a dozen group maps later, vaca is almost over "
1568367,1,1
918735,1,1
523756,0,"@lilwldchld yeah, its 78 and sunny, tiny little clouds. and I am staring at office walls. "
409147,0,Not feeling it tonight. 
860923,1,1
617271,0,I just ate my lunch. Now my stomach hurts.  I can never please it can I? 
923353,1,1
957274,1,1
869359,1,1
1330270,1,1
456196,0,I miss you ... I must admit 
1018254,1,1
197044,0,So today...study 
987989,1,1
384506,0,Wifi at home fails so hard. 
515595,0,oh well... maybe that's final for now.  can't wait for the next one. 
148181,0,"On my way to work, just got paid today and I'm already broke "
1235869,1,1
574646,0,@Whiteboy712 oddly enough that's how it happened.... @bohosolo  sorry I did that to you 
1279148,1,1
398441,0,"@badtzmapoo nah, can't cuz of work "
1444810,1,1
389446,0,"@connanmimi could be worse.I finished work @ 6 was back up @ 9:30 2 walk round town in the rain. And then,back in 2moro nite 4 12 hours! "
930011,1,1
563447,0,@lcaller do you know why o2 is failing with 2g and mms? 
1240927,1,1
387756,0,@KendallFreund I FREAKING HATE YOU!!!!  work and then sleep AND THEN vacation!!! LOL
1157305,1,1
999211,1,1
1360463,1,1
329605,0,@BJRains Please don't say the words &quot;Rain Delay&quot;. 
835978,1,1
739136,0,being up @ 10 is nor.mal 4 me. ive woken up @ 6:45 all last week for camp 
309053,0,I totally need a iPhone.. I fail at modern cell phone ownership 
312019,0,  where is my picture i feel naked 
605859,0,just getting up. taking camryn to the dentist. 
729514,0,Gosh why this is so difficult to me..  Going 2 bed! G-night Twitter world... ZzZzZz...
469376,0,ok way too tired to function.  btw @ialwayswill did you find ~the~ mag??
24917,0,Exhausted. Decided to give skipping a second chance. Now it's time for all the sh-tty homework 
429969,0,"@robingavin @hugoahlberg Afternoon works for me, got stuff to do after 18 "
1203077,1,1
1299661,1,1
1272066,1,1
424154,0,i lost my phone. i want to die! 
1466808,1,1
814915,1,1
167482,0,shower before doctor's appointment 
989096,1,1
336766,0,"@ahmedzainal oh noooooo that will bring lots of childhood memories,, makes me dizzy! I just need a bed "
398657,0,@TLM26 Glad U got some rest! I am SO in need of some! I haven't been able 2 sleep the past 2 nights! I think it's from the pain meds 
1260572,1,1
471863,0,In ICT ATM OMG  SOOO BORED  Hey Anyway @flamehabbo @DJ_Crofty @harriettaa
1340345,1,1
909669,1,1
118186,0,@fossiloflife NO! What i meant was StarT &amp; AnD were not matching my level of expectations! I had a lot from AnD.. dats me Dissapointed 
1204224,1,1
1299384,1,1
1199970,1,1
963100,1,1
1136758,1,1
1157955,1,1
197660,0,28 years on and still nobody can trip up Ricky Villa 
573003,0,is searching for some random rare mobs in Outland.  Bloody Rare is a hard achievement to get. Got 4 out of 20 rare mobs 
473819,0,hates having to bring work home when I'm only brief at the end of day 
292813,0,@AlexAZak I hope you don't remove me.  
434795,0,Downloading music and showering soon. I'm tired. 
124751,0,"Last week in Penang.  I will miss Penang &amp; of cause, EVERYONE! T_T"
1574454,1,1
1450804,1,1
825205,1,1
1326627,1,1
975114,1,1
1497716,1,1
599716,0,"@DanielJUK Oh, I thought you were running to train for being a prf Cluedo player "
77454,0,ugh im so sick its ridiculous and my mom is being really bitchy 
176562,0,Thanks to my assignment im off to work today! 
1074469,1,1
743600,0,"@michaelsheen curious question: how many frequent flyer miles have you got and from which airline?? I only hv 110,00 from delta "
943250,1,1
1262779,1,1
843989,1,1
625956,0,Miss you too mags 
1524772,1,1
135634,0,Problem with living at home in the suburbs: it is difficult to get to a bed after excessive imbibing happens and trains stop running 
150156,0,@alyyyxjonas no i haven't gotten a reply back from @riskybusinessmb yet but i try like SUPER hard. He just doesn't love me 
304411,0,Still foneless...    waiting n waiting for that insurance place to send me a new fone!!
1523693,1,1
1038214,1,1
727129,0,It is sooooo fucking boring 
578774,0,what's the big deal about twitter??.. it's kinda boring &amp; confusing.... 
386918,0,Boo! There is nothing to tweet about  So lame.
591996,0,is upset! forgot to log off my Facebook n some jerk posted &quot;i love getting high&quot; i have work n professional acquaintances on facebook. 
1008659,1,1
643729,0,What next! Would you like help? @paperclippy is here to save the day 
1352297,1,1
323224,0,@BeibhinnMurphy doing work  lol
811398,1,1
479361,0,"I'm not superstitious, but the back of my engagement ring just split. Only had it since sunday "
1436044,1,1
1374519,1,1
301961,0,i'm officially over the end of this school year; blah a million assignments to do  text &lt;3
551736,0,"@SandiMon @endlessblush  is the eye thing related to the flu, or is it something else? "
997069,1,1
1311950,1,1
643453,0,just landed. didn't sleep. and i'm exhausted 
821554,1,1
1136034,1,1
753897,0,Yo jus had Ruby Tuesday now watch'n a movie. Sad my grandma is leaving! 
237606,0,@KyanYap u enjoy yourself there ya!!! hav fun dear...miss u @ urbanattic last nite 
562886,0,@Becky_Petron gone 4 good BP ? 
155601,0,@christineoh she doesn't want to go  this reaaallly sucks. i'm thinking about stealing the car lol
802715,1,1
1582236,1,1
164281,0,@Snakecharmers It's becoming a very tough race. Linda is indeed very talented. But someone has to go every week.  We cut two this week.
89708,0, sad day for me..wish i had to work..HAPPY MOTHERS DAY TO ALL  THE MOMS
233661,0,@FayeFoucault I let my passport expire 
1095060,1,1
1059406,1,1
543017,0,"In the emergency room with babygirl...She's sick with the flu or something. As a mother, I feel really bad for her...she looks so sad "
780061,0,ViciadÃ­ssimo em Franz Ferdinand hÃ¡ trÃªs semanas. &quot;Is this gonna last forever?&quot; 
1918,0,and so the editing of 3000 wedding shots begins 
999961,1,1
239033,0,@nikkin00dle  Sad that you have to go so soon!  You'll have to stay longer next time!
487168,0,no missed my ebay auction by 1min 
1153666,1,1
308210,0,"well, i finished 3 out of 5 essays so far. (: all i have left is 2 essays, study for finals, print tshirt, oral presentations. bleh. "
1315551,1,1
1274428,1,1
1376911,1,1
886509,1,1
1022884,1,1
209460,0,"@LaRainbow Yeahh but cheer for your friends, dont boo the competiton "
29222,0,Spent yesterday in Delaware. Apparently I'm going to spend today in hell. I &lt;3 migraines. 
1446187,1,1
612876,0,@PhaseII My cousin is a cop.  
1554723,1,1
874076,1,1
631252,0,@gilliganpierce Im sorry.  at least u dont have a mutant foot!
991586,1,1
366039,0,@hef_a_roni no I can't  I'll be there tomorrow ...  plus if I'm not there you will flip out :p
1542911,1,1
592078,0,"@sushiLe Aww... Hope you feel better, Raine "
1015599,1,1
672640,0,Has a beer headache and wants to go to bed! waiting for my washing to finish though 
1358939,1,1
10909,0,@DonnieWahlberg I'm sick  Come take care of me? hee hee
30462,0,Yay back to school!  nooo i wish i got tutored lol
783037,0,@katecottam James had to be picked up at mine at midnight 
789601,0,my laptop won't switch on  i am now totally lost. eating a caramel Freddo to help calm down.
1468122,1,1
1430046,1,1
120429,0,@tishh i agree 
259968,0,I'm going to miss lc &amp; lo 
1144363,1,1
92022,0,@xerinluvsjbx  that's great!! I was at my grandmas too. But tomorrow.. School again! 
716442,0,@ninammalone i know! i thought that he had been getting better... very sad 
1336530,1,1
691674,0,@garrynewman andy strikes again? 
445884,0,"@weeshebeast oh, I'm sorry. That sucks. Last night was Austen's going away party. It was fun, but this morning was sad when she left. "
820756,1,1
1551671,1,1
1002772,1,1
72918,0,"morning, piddling down here!!  must be a bank holiday.!"
54394,0,@KrisZombiee  sorry u feel that way i wish i can make u feel better...
1106939,1,1
619007,0,@LisaTheDiva smh at it getting leaked you know he gonna be mad  i feel bad
1251778,1,1
1386301,1,1
1132787,1,1
368784,0,housemate moving back to melb. need a replacement soon. 
701607,0,lalala. miss school. i like seeing my friends on a daily basis. 
583388,0,I want to rip my throat out 
1597971,1,1
1461387,1,1
1064852,1,1
1289016,1,1
743087,0,@ThisIsSkyzMuzik 
560637,0,bored as usual! 
1325955,1,1
1277285,1,1
342319,0,"could of been going to see katy perry tonight, but unfortunately it has been rescheduled "
128633,0,And just like that another CanGames has come and gone.  Thinking now of next year and what to run.
883601,1,1
79973,0,I bought the makeup forever mag  to the nays of two of my idols lol im a bad mama jamma
1486211,1,1
1548414,1,1
1065995,1,1
864747,1,1
683201,0,i just got my butt beat in monopoly 
356806,0,"@jaredmfrye yeah bro, u already know im missin' NBC so much rite now, i wanna break out in praise and worship before rehearsal "
953188,1,1
1318412,1,1
1281826,1,1
1435335,1,1
736988,0,@girlygeekdom aww what! I was stuck working late 
451711,0,Aw crapness my beautiful perfume is all gone!!!  I need more princess or even rock princess!! Now!!!!
1008904,1,1
1082531,1,1
1023308,1,1
1048918,1,1
1189395,1,1
1420809,1,1
426025,0,it's raining. i want sunshine. 
1359134,1,1
1396247,1,1
1093158,1,1
171532,0,SMH @ PPL WHO ONLY TWIT U UP ON FRIDAYS B/C U GOT 100+ FOLLOWERS AND THEY'RE STILL BANKING 15-20  #NOFAKERY
1260872,1,1
1142815,1,1
420330,0,@maribelaperez arlene wont be done though.   she wont like us having fun without her she'll stress hee hee
687926,0,@qqhere i also wanna go out!!!!! 
715359,0,@Thatjayychickk idk! but we're not at one 
659847,0,Plans went to shit 
439842,0,im so cold.. brrr.. 
960686,1,1
1146616,1,1
900962,1,1
188527,0,@backstreetboys please twitt mee!! say hi paola.brian please 
1327691,1,1
1155703,1,1
492099,0,On my way to school now. Weather's nice and cool! Just passed the race track and i already miss it 
938034,1,1
654998,0,@amberrrniiicole yeah! i know!  i'm gonna try and get out of it. i really want to see blg/nsn. ughh i'm dying without my phone. haha
1189878,1,1
1323638,1,1
1299681,1,1
236076,0,@ch1stnut1 ARGH your birthday party was totally super awesome dude!! Loved it massively  BAH revision  otherwise  xx
1303190,1,1
858212,1,1
1308410,1,1
34814,0,@jessie_ho  i havent got any rudd dollars either  feeling left out
89589,0,@TheHyra  how far a walk is it?
1372520,1,1
773378,0,@SarahRoseMusic I was but my mom said no 
587992,0,Plans got debunked tonight!   Hope I get to leave soon!
38730,0,"baby, idk what to say "
325354,0,"@Paiges_x I know. Bleh  But it's over now, thank lord."
1869,0,No music today. Blip.fm is undergoing maintenance 
433861,0,another beautiful day i'm stuck inside 
863526,1,1
81538,0,Downloaded movie in french w/ no subtitles. I downloaded subtitle track online... but can't figure out how to put 2 together  VLC or DivX
1290395,1,1
730271,0,Woken up in a horrible mood 
1110837,1,1
1399909,1,1
1585651,1,1
318267,0,stuck at work! Not fair 
1503740,1,1
1118183,1,1
1186407,1,1
680114,0,party all three days sat-mon woo then i leave to chicago on tuesday ohh yeaa..gotta work tomorrow so leaving the party early 
968132,1,1
840311,1,1
532806,0,maybe shouldn't have hit bong before drama-but techniques there are so loonie. Lost interwar officers mess cavalry boots ebayauction 
1270120,1,1
1438181,1,1
200943,0,"ahhhhhhhh!!!!!!!!!!!!!!!!! so sore, so tired, so lonely. i miss baby monster. i r "
178671,0,@ClareHeartsMAC can u add ur link. I can't find u on YouTube. 
1113493,1,1
862843,1,1
787791,0,"offt whittt! my mum talked over them telling me what to do in ghostbusters, now im stuck "
717085,0,celebrated father's day today 'cus dad would out out of the country tomorrow  had fun with the fam...shopping and the eat-out
1335572,1,1
868798,1,1
1307236,1,1
550521,0,"just walked to work. was soooooo cold this morning, plus the dust is really building up already. "
140063,0,I can hear my bed screaming for me to come home and keep it company  Two more hours...
652138,0,puff  guys Ä± forget to put this &quot;@&quot; everytime.. what will i do??
249203,0,"I have lots of homework yay! Planning, English, and studying &lt;/3 And it's so nice out too  Maybe I will study outside later."
895915,1,1
426744,0,"@XGraceStAcKX aww  its mega boring without u, nobody's online!! D:"
1199303,1,1
603015,0,@nicco876 My iPhone is broken 
771563,0,about to go get some beauty sleep. it's so weird not having Luke here at night 
1325471,1,1
1132623,1,1
132753,0,i have new braces  god! what is wrong with my teeth ? 
686571,0,GOing to see my brother;he leaves to go overseas today 
202784,0,@fernsie39 and turns out i was not lucky enough to be sent that email 
1066076,1,1
4388,0,When did motorbike insurance get so darned expensive???  Only been not riding for a year. 
531277,0,@Brera I'll Have 2 See What Moneys Ive Got When I Get Back From Ireland! Would Like Nothin More Than 2 See Ya's Again 
1494909,1,1
963596,1,1
478221,0,@nowcontests Your direct message doesn't seem to work 
1373037,1,1
1260532,1,1
845189,1,1
1399691,1,1
509576,0,My friend Elena should arrive before we have to go to our exam. She woke me up again! So early in the morning 
990414,1,1
312407,0,"Credit card over limit, an expected fact that is highly annoying "
14648,0,"i know quoting future episodes isn't really spoiling anything, but every time i read them, i feel spoiled "
223938,0," Bron It's okay, next year"
1404887,1,1
494392,0,Chinese theatre Dumbledore looks lonely 
1426008,1,1
7165,0,@halosecretarial There is a hashtag #IVAA09 for the Summit  I'm not cool either   Couldn't go.
819561,1,1
214675,0,is a failure at everything she tries. Why don't I just fucking die 
306476,0,Is wishing my hormones and temper was under control. than i would have kept my cool and not be in this crappy feeling that i lost u 
442385,0,@WLxboxRox56 Nope No TT Or The Other Lads  This Chart Is Crap.. I Do Not Agree!
894652,1,1
208771,0,no me abre cracked 
1061685,1,1
1183012,1,1
786409,0,no classes for 2 days because of typhoon Feria 
